ZIP,SOLDPRICE,SQFT,LOTSIZE,BEDS,BATHS,AGE,DOM
2155,430000.0,720,,1,1.0,293,79
2111,592000.0,724,,1,1.0,51,6
2127,1005000.0,1311,,2,1.5,88,49
2118,425000.0,900,,2,2.0,4,23
2125,410000.0,1660,,3,1.5,174,65
2459,1220000.0,863,,2,2.0,31,71
2446,669900.0,1339,,3,2.5,22,17
1850,55000.0,1020,1020.0,3,1.0,118,59
2745,169800.0,1351,1351.0,2,2.0,138,21
1609,182500.0,1260,5575.0,2,1.0,123,20
2115,940000.0,1195,5575.0,2,1.0,123,35
2130,500000.0,765,,1,1.0,43,14
1803,559000.0,1175,,2,1.5,118,86
2458,365000.0,2751,,3,2.0,34,50
1702,225000.0,822,,2,1.0,118,16
1867,195000.0,2088,,2,2.5,25,27
2127,1095000.0,1703,,3,1.5,16,13
2116,2150000.0,2000,,2,2.5,31,20
1748,670357.0,1343,0.0,3,1.5,27,32
1760,499000.0,1640,,2,2.0,12,38
2762,272687.0,1184,1184.0,2,2.5,14,10
2445,352500.0,1112,,2,1.0,108,47
2446,1735000.0,1145,2005.0,2,1.0,118,22
2129,570000.0,955,,2,1.5,118,14
2019,316000.0,868,,1,1.0,13,27
2472,305000.0,850,0.0,2,1.0,44,9
2145,495000.0,1290,,2,1.5,48,19
2128,585000.0,2059,,2,2.5,12,65
2453,399000.0,1026,,2,1.0,118,6
2144,675000.0,1015,,2,1.0,-7981,20
2446,1725000.0,894,,1,1.0,106,19
1913,575000.0,706,,1,1.0,47,22
2130,400000.0,1404,,3,1.5,43,65
1834,315000.0,1250,1250.0,2,2.5,108,19
2446,592000.0,570,570.0,1,1.0,138,14
1970,345000.0,1100,1100.0,3,1.0,100,15
1930,275000.0,1750,1750.0,3,2.5,144,49
1913,244900.0,854,,1,1.0,108,6
2125,310000.0,1002,1002.0,2,2.0,88,26
1890,525000.0,1004,,2,1.0,98,14
1606,107500.0,1166,,3,1.0,128,29
1590,700000.0,1686,,2,2.5,33,22
2155,750000.0,2250,,2,2.5,6,40
1867,457500.0,1985,1985.0,4,2.5,138,13
2478,422500.0,795,,2,1.0,54,12
1886,355000.0,2142,1254089.0,2,2.5,30,9
2360,128100.0,1607,0.0,3,2.5,167,12
1757,370900.0,1013,,2,1.0,41,6
2370,245000.0,1555,,2,2.0,88,20
1835,137500.0,1035,,2,1.0,118,6
2048,96900.0,1113,,2,1.0,17,8
1826,217000.0,2309,,2,3.0,118,48
2452,280000.0,1620,4665.0,3,1.5,108,11
2127,585000.0,586,,1,1.0,53,6
1832,257000.0,1029,6274.0,2,1.0,90,6
2144,989000.0,3497,,4,3.5,6,6
1719,332000.0,967,,2,1.0,152,38
2492,1089000.0,2300,58000.0,3,2.5,15,8
2129,955000.0,1296,,2,1.5,14,39
2150,335000.0,793,,1,1.0,128,7
1949,580000.0,901,901.0,2,1.0,128,8
2127,408000.0,1325,,2,2.0,7,37
2118,1950000.0,2080,,2,3.0,30,11
2140,588000.0,1114,,2,2.0,6,18
1938,279000.0,906,100000.0,1,1.0,14,12
2062,140000.0,2766,,4,2.5,118,21
2476,265000.0,1180,,2,2.0,94,68
1880,426000.0,1578,,3,2.5,118,12
2145,615000.0,947,947.0,2,1.0,113,6
2111,3055000.0,1717,,2,2.0,89,48
1569,110000.0,1434,1434.0,3,2.0,32,118
1810,239500.0,718,,1,1.0,83,6
1940,749900.0,904,2643.0,2,1.0,98,70
2127,400000.0,1872,5648.0,3,2.0,103,15
1754,264000.0,1539,133339.0,2,1.5,34,5
2453,391000.0,1138,1138.0,2,2.0,138,28
1970,283000.0,1705,,3,2.0,40,7
1949,582900.0,1329,,3,2.0,118,54
2155,520000.0,794,,2,1.0,118,50
2062,435000.0,765,,1,1.0,43,45
1902,461500.0,1319,0.0,3,2.0,115,15
1749,654092.0,1486,,2,2.0,50,27
2061,186500.0,1350,54133.0,2,2.5,27,24
1850,168000.0,2250,,2,2.5,2,9
2453,435000.0,910,,2,1.0,46,26
1801,240000.0,700,,1,1.0,12,62
1864,180000.0,844,,1,1.0,118,55
1852,125000.0,1342,,3,2.5,22,18
2129,790000.0,641,,2,1.0,108,4
2109,875000.0,1136,1115.0,2,2.0,118,61
1420,350000.0,1080,,2,1.0,118,42
2127,520000.0,1048,7322.0,2,1.0,168,41
2301,122000.0,1524,,3,1.5,39,59
2139,660000.0,1033,1033.0,2,2.0,138,14
1532,312000.0,2300,,2,2.5,32,40
2114,601000.0,2255,,2,2.5,15,59
2139,435000.0,1530,7500.0,2,2.0,53,11
2140,525000.0,961,,2,1.0,108,21
1604,87000.0,1026,1026.0,1,2.0,12,30
1432,260000.0,1160,,2,1.5,118,42
2333,205000.0,1250,,2,3.0,45,37
1720,503000.0,1870,1870.0,2,2.0,108,42
1949,409900.0,1228,,2,1.5,38,24
2210,785000.0,2388,2388.0,3,2.0,108,4
1501,170000.0,1312,,2,1.5,218,60
2370,425000.0,1324,,2,1.5,31,3
2131,195000.0,1295,,2,2.0,52,8
1863,324900.0,2862,0.0,2,3.5,11,59
2190,160000.0,1029,,2,1.0,18,75
2110,2950000.0,2635,,3,2.5,39,25
2720,200000.0,1124,0.0,2,1.5,34,42
2130,405000.0,905,,2,1.0,98,66
2045,170000.0,722,,1,1.0,138,24
2143,410000.0,906,,2,2.0,88,49
2649,190000.0,3135,,3,3.0,18,45
2601,137500.0,615,,1,1.0,60,21
2130,420000.0,1153,32199.0,2,2.0,2,17
2720,72500.0,1586,,2,1.5,31,19
1749,191000.0,724,,1,1.0,93,31
2130,650000.0,2196,0.0,2,2.5,12,21
2114,1580000.0,1240,,2,1.5,13,20
1748,626197.0,772,,2,1.0,47,5
1510,213000.0,845,,2,2.0,44,26
2474,667000.0,477,,1,1.0,47,17
2119,609000.0,882,,1,1.5,118,55
2143,351500.0,756,,2,1.0,19,4
2045,265000.0,1913,,2,2.5,14,47
2143,685000.0,1467,1467.0,2,2.0,128,66
2144,735000.0,1560,123710.0,3,2.5,13,52
2631,230000.0,858,,3,1.0,28,46
2110,5300000.0,2149,566280.0,3,3.0,19,16
1832,194900.0,2750,,3,3.5,2,51
2458,593000.0,313,,1,1.0,108,7
1826,386900.0,1266,,3,1.0,112,18
2184,245000.0,1162,,2,1.5,29,25
1570,100000.0,995,,2,2.0,122,49
1605,60000.0,935,,2,2.0,33,33
1749,171000.0,1550,,2,2.0,13,21
1879,170000.0,1284,,2,1.5,32,92
1970,380000.0,831,,2,1.0,118,23
1930,299999.0,1728,,3,1.5,28,56
2139,489000.0,2207,,3,2.5,9,20
2130,393000.0,1092,,2,1.5,35,70
1832,235000.0,1052,,2,1.5,42,16
2482,2500000.0,1869,,3,1.5,33,45
2118,740000.0,937,937.0,1,1.0,31,23
2155,431000.0,782,,2,1.0,47,17
2111,1848300.0,1256,,3,2.0,118,40
1876,290000.0,1172,,2,1.5,138,25
3054,287000.0,1719,,2,2.0,15,36
2459,930000.0,1779,100000.0,2,1.0,14,15
1752,94900.0,1164,,2,2.0,44,23
2657,441900.0,1829,,2,3.5,17,39
1602,119000.0,1828,,2,1.5,13,60
1844,170000.0,712,,1,1.0,47,23
1867,473000.0,2166,0.0,3,2.5,20,55
1852,204400.0,1550,1550.0,3,2.5,12,11
1524,107000.0,1226,,2,1.5,23,1
1970,319500.0,1360,,2,2.0,122,43
2127,960000.0,1530,,2,1.5,13,27
2148,175000.0,598,,1,1.0,39,21
1810,840000.0,2365,500940.0,3,3.5,3,17
2143,335000.0,1552,6973.0,3,1.0,93,62
2478,530000.0,640,,1,1.0,138,35
1588,207000.0,1064,4381.0,2,1.0,98,12
2113,654000.0,780,780.0,2,1.0,63,17
1570,169900.0,675,,1,1.0,51,2
1844,496406.0,704,,1,1.0,33,17
1970,392000.0,798,871.0,2,1.0,119,57
2129,810000.0,1255,,2,2.0,50,30
2140,367000.0,1052,,2,1.5,42,62
2114,585000.0,1397,,2,1.5,36,16
1721,430000.0,1221,1221.0,3,1.0,113,32
2453,380000.0,1613,,2,2.5,43,56
2143,695000.0,1242,,1,1.5,118,28
1830,109900.0,1584,,2,1.5,35,61
1748,525000.0,1023,,2,2.0,88,37
1880,405000.0,1093,1093.0,2,2.0,113,53
2109,589000.0,2800,,3,2.5,5,16
2770,396500.0,1253,,2,1.5,30,24
2066,652000.0,2368,,2,2.5,17,19
1826,125000.0,1089,,2,1.5,22,63
1719,95000.0,1011,,2,1.0,47,65
2649,250000.0,1197,,2,1.5,38,22
2114,405000.0,716,,1,1.0,8,12
2140,615000.0,1280,,2,1.5,36,33
2116,4250000.0,709,,2,1.0,58,61
2118,705000.0,740,740.0,2,1.0,53,19
2493,3200000.0,838,60984.0,2,1.0,112,30
2113,700000.0,1726,,3,2.5,19,39
1721,340000.0,1535,111078.0,3,2.5,11,55
2169,235000.0,2148,0.0,2,2.5,2,173
2720,126900.0,550,,1,1.0,118,10
2472,822000.0,1678,,3,2.5,34,15
2019,150000.0,971,,1,2.0,18,21
2368,290000.0,567,,1,1.0,93,25
1970,232000.0,800,,2,2.0,118,25
1864,422000.0,1092,,2,1.5,39,61
2458,1235000.0,981,,2,1.5,48,24
2043,255000.0,816,848.0,2,2.0,128,25
2119,389000.0,720,,1,1.0,55,15
2061,672500.0,2060,,3,2.5,12,4
2445,802000.0,815,815.0,2,1.0,148,6
2301,137500.0,1098,,2,1.0,29,57
2127,775000.0,1737,,3,3.0,17,47
2116,2595000.0,1328,,2,1.5,17,25
2127,749000.0,810,810.0,1,1.0,15,15
1854,153000.0,1354,,2,2.0,95,5
2140,530000.0,1023,,2,1.0,136,33
2052,315000.0,1682,,2,1.5,38,60
1605,110000.0,1516,,2,1.5,36,21
2150,190400.0,1093,,2,1.5,33,13
2072,320000.0,1080,,2,1.5,45,50
2125,390000.0,1020,,2,1.5,40,49
2180,242000.0,984,9703.0,2,1.0,126,19
1844,168100.0,1700,,3,1.5,18,67
2169,285000.0,707,707.0,2,1.0,58,15
1824,302000.0,1434,,3,2.0,11,38
2906,76100.0,1168,,2,1.5,33,7
1863,268000.0,778,0.0,1,1.0,31,11
2452,522500.0,674,,1,1.0,168,13
2180,224000.0,830,,2,2.0,45,9
2110,3750000.0,910,,2,1.0,45,17
2152,220000.0,1201,,2,2.0,13,20
2132,347000.0,1500,,2,1.5,29,45
1970,372000.0,2172,,3,3.0,9,35
2072,229900.0,1875,,2,1.5,34,80
2062,325000.0,849,,2,1.0,3,21
2703,170000.0,798,,2,1.0,29,60
2139,604000.0,1070,1070.0,2,2.0,93,52
2176,466500.0,1050,,3,1.0,0,19
2451,578500.0,836,,2,1.5,18,24
2719,218000.0,690,,2,1.0,123,12
1752,233000.0,1061,,2,2.0,2,11
3865,169900.0,937,,2,1.0,98,29
1867,175000.0,1504,1.0,3,1.5,35,52
1569,246000.0,1320,,2,1.5,34,37
2703,329900.0,567,,1,1.0,118,37
1606,218000.0,642,,1,1.0,88,36
1830,205000.0,1024,,2,1.5,40,19
2215,725000.0,720,2925925.0,1,1.0,33,47
2324,259900.0,2642,,4,2.5,11,43
1960,314000.0,1272,,3,2.0,113,45
1537,154000.0,1056,1056.0,2,1.5,32,59
2653,239900.0,1291,1291.0,2,1.0,16,18
2050,490000.0,1560,1560.0,2,1.5,128,7
2338,155000.0,1591,,3,2.0,56,8
2145,635000.0,636,,0,1.0,51,50
2478,780000.0,3238,,5,3.0,9,36
2130,365000.0,1354,,3,2.0,108,15
3857,166000.0,871,,2,1.0,118,8
1844,587500.0,1733,,2,2.5,113,21
2360,260000.0,740,,2,1.0,48,4
2129,1050000.0,1355,,2,2.5,2,16
2760,81000.0,1216,1216.0,2,2.0,108,23
1930,220000.0,1738,0.0,2,2.0,30,44
1876,265000.0,695,,1,1.5,38,30
2127,637000.0,2344,,4,2.5,143,58
2809,210000.0,890,,2,1.0,48,14
2332,260000.0,1454,,3,2.0,36,57
1510,400000.0,1157,,1,1.0,110,40
2131,749000.0,1039,,2,2.0,20,18
2110,1250000.0,680,87721.0,2,1.0,78,14
2144,1505000.0,918,918.0,2,1.0,98,46
2169,460000.0,2235,,3,3.0,12,18
2445,695000.0,1077,,2,2.0,98,29
2118,2025000.0,679,,2,1.0,34,65
1835,271000.0,1110,,3,1.5,34,29
2186,425000.0,1078,,2,2.0,129,22
1913,75000.0,1458,,1,1.0,16,18
1906,260000.0,1121,566280.0,2,2.0,11,5
1746,527500.0,2166,2166.0,2,2.0,108,7
1970,142000.0,830,,1,1.0,12,28
1930,505000.0,766,,2,1.0,98,16
2150,160500.0,965,965.0,2,1.5,10,69
3087,425000.0,592,,1,1.0,118,16
2703,173500.0,870,,1,1.0,48,50
1719,124200.0,1096,,2,2.0,14,3
2148,170500.0,1152,,2,2.0,120,36
1420,168000.0,1037,,2,2.0,31,9
2151,325000.0,1500,,3,2.5,17,17
1468,49500.0,656,656.0,1,1.0,158,10
2119,338000.0,2025,,3,1.5,28,49
3054,148000.0,557,,1,1.0,98,8
2129,780000.0,740,,1,1.5,29,9
2143,359845.0,1023,,2,2.0,31,20
1949,420000.0,1959,,3,2.0,108,51
2138,515000.0,531,531.0,1,1.0,148,27
2148,329900.0,856,,1,1.0,15,14
1854,157000.0,1129,,3,1.0,108,7
1830,150000.0,1094,,2,1.0,64,7
2138,751000.0,817,,2,1.0,91,11
2132,515000.0,2033,7609.0,3,2.5,2,3
2375,203500.0,1301,,2,1.5,14,44
1890,910000.0,1103,,2,1.5,32,42
1826,150000.0,1052,,2,1.5,42,36
1952,304550.0,2438,,3,2.5,89,3
2155,339900.0,927,,3,1.0,113,6
1719,116000.0,1241,1241.0,3,1.0,118,7
2115,455000.0,2599,,4,3.0,108,21
2333,222500.0,783,1583.0,2,1.0,108,54
1532,220000.0,530,,1,1.0,98,7
2472,435000.0,1094,,2,2.0,10,19
1845,130000.0,1622,21780.0,2,2.5,13,25
1913,230000.0,756,756.0,2,1.0,148,29
1890,495000.0,1398,1398.0,3,1.5,29,0
2152,265000.0,360,,0,1.5,68,15
2130,388000.0,768,,2,1.0,39,41
2116,3005000.0,831,,1,1.0,138,5
2110,3700000.0,1089,,2,1.5,103,35
2127,625000.0,1855,,3,2.5,43,14
2128,712000.0,1700,30000.0,3,2.5,3,6
2139,660000.0,931,931.0,3,1.0,119,20
1760,250000.0,2166,,3,2.5,20,16
1583,330000.0,1530,6600.0,3,2.0,128,11
1879,162000.0,628,,1,1.0,98,51
2052,152500.0,1106,,3,1.5,30,50
2122,366300.0,642,,2,1.0,43,16
2210,899000.0,665,,2,1.0,108,12
2035,162000.0,1081,,2,2.0,137,18
2116,1450000.0,815,,1,1.0,58,7
2116,550000.0,3990,,2,3.5,12,13
1970,295000.0,675,,2,1.0,118,36
1752,110000.0,550,,1,1.0,88,5
2766,220000.0,1815,349351.0,2,2.5,30,54
1867,572170.0,1400,,3,1.5,12,24
1570,255000.0,1019,,2,1.0,108,6
2116,775000.0,2046,,4,2.0,108,6
1451,355000.0,750,,1,1.0,128,0
2116,719000.0,661,9999.0,1,1.0,118,48
2703,324900.0,1258,,3,2.0,173,18
2333,178000.0,1250,,2,1.0,118,7
2474,485000.0,1263,,2,2.0,35,8
2171,245000.0,985,985.0,2,1.0,98,15
2116,867750.0,2358,3773.0,5,2.0,109,6
2720,155500.0,1160,,2,1.0,31,23
2144,480000.0,422,,0,1.0,12,41
2718,175000.0,985,,2,1.0,48,37
2215,340000.0,412,,1,1.0,91,20
2125,460000.0,1060,194106.0,1,1.5,48,3
2139,1211000.0,868,868.0,2,1.0,108,20
2150,350000.0,915,,2,1.5,18,53
1915,215000.0,846,,1,1.0,43,33
1821,196500.0,1110,,2,2.0,128,19
1760,725000.0,1108,,2,1.5,32,44
2359,265000.0,1173,,2,1.0,18,15
2131,425000.0,826,1.0,1,1.0,30,6
1850,166160.0,648,,2,1.0,119,16
2143,701500.0,1950,,3,2.5,32,27
1887,412500.0,512,512.0,1,1.0,108,6
2135,489900.0,1826,,3,2.5,33,15
1545,116000.0,1125,1125.0,2,2.5,128,16
1432,315000.0,860,860.0,2,1.0,48,15
2128,298000.0,893,,1,1.0,12,51
2140,582000.0,2000,,2,2.5,3,48
2180,230000.0,1660,,2,2.5,29,65
2461,880000.0,746,,1,1.0,13,42
1701,635625.0,1051,,2,1.0,118,38
1970,429000.0,1024,,2,1.0,106,8
2127,890000.0,1045,,2,1.5,98,6
2127,750000.0,705,,1,1.0,48,8
2125,692000.0,1300,1300.0,2,1.0,118,26
1970,228000.0,2055,,3,3.0,7,15
2532,265000.0,1200,,2,1.0,108,21
2127,1199000.0,954,141570.0,2,1.5,98,12
2149,852500.0,1856,,3,1.5,33,166
1588,65000.0,1605,,2,2.0,33,46
2301,100000.0,1801,,3,2.5,10,25
1545,115000.0,1177,,3,1.0,93,4
1864,575000.0,1194,1194.0,2,1.0,98,19
1876,339900.0,460,460.0,1,1.0,121,4
1845,110000.0,809,,2,1.0,118,15
2144,803000.0,1233,,2,1.0,133,33
2155,505000.0,788,788.0,2,1.0,98,15
1970,194900.0,1917,,3,2.5,14,13
1581,554549.0,2047,,4,3.5,2,21
2351,324900.0,760,,1,1.0,52,39
2127,655000.0,1758,,2,2.0,15,17
2116,1018000.0,1350,,2,1.0,102,6
1603,175000.0,709,,2,1.0,51,32
2639,148000.0,2154,,2,2.5,30,51
2067,420000.0,800,800.0,2,1.0,118,5
1851,110000.0,937,,2,1.5,34,55
2127,1016000.0,1431,,2,2.0,78,3
2703,334900.0,1345,,2,2.5,38,4
2492,336000.0,1045,,2,2.0,108,26
2072,330000.0,1348,,2,1.0,95,5
2118,727000.0,899,761642.0,1,1.5,40,4
1830,247000.0,1606,,3,1.0,108,18
2114,450000.0,1128,,2,1.0,83,22
1721,359900.0,2600,6578.0,4,3.0,103,26
1952,402000.0,1729,4085.0,4,2.0,91,6
2110,675000.0,1093,5300.0,2,1.0,116,27
2360,372000.0,1168,1168.0,2,2.0,119,23
2631,260000.0,1018,,2,1.5,47,4
2110,1200000.0,696,696.0,1,1.0,89,7
1970,500000.0,470,,1,1.0,119,25
2130,290000.0,720,,2,1.0,62,40
1746,477000.0,1003,,2,1.0,102,40
2301,129000.0,1093,5300.0,2,1.0,116,27
2140,795000.0,826,1.0,1,1.0,30,20
2149,250000.0,1281,,2,2.0,12,62
2458,770000.0,730,,2,1.0,53,39
2190,333725.0,1240,,2,1.5,33,26
2038,216500.0,665,665.0,2,1.0,119,10
2150,275000.0,1628,,3,2.5,8,5
2189,180000.0,981,,2,1.0,48,40
2141,459000.0,895,,2,2.0,29,39
2019,285000.0,540,,1,1.0,51,43
1701,136000.0,971,,2,1.0,118,10
1747,229000.0,1620,,2,2.5,46,60
2140,1777500.0,1314,,2,2.0,11,27
2169,246500.0,2170,,3,2.5,18,26
1913,390000.0,693,,1,1.0,78,6
2128,420000.0,1096,,3,1.5,26,22
1760,729900.0,826,,1,1.0,138,9
1880,250000.0,1540,,2,2.0,12,40
1757,110000.0,1750,,3,1.5,98,4
1824,248500.0,1648,,3,2.5,12,4
1569,238000.0,944,,1,1.5,40,24
2351,344915.0,860,,2,1.0,98,6
2121,254000.0,860,798.0,1,1.0,108,7
2703,173000.0,838,0.0,2,1.0,30,47
2128,482500.0,1371,,3,2.5,24,41
1824,187900.0,726,,2,1.0,58,18
2142,1375000.0,1236,,2,1.5,32,19
2127,1300000.0,1278,,2,1.5,7,33
1845,270000.0,1520,,2,2.5,34,65
2139,640000.0,1060,6098.0,2,1.0,128,26
1748,540000.0,1538,,2,1.5,13,18
1760,480000.0,1126,,2,1.0,48,26
1970,550000.0,1332,,2,1.5,31,25
2130,460000.0,1769,,3,2.5,34,25
1867,453495.0,972,,2,1.5,46,19
2050,115000.0,705,,2,1.0,48,30
2762,165000.0,590,,1,1.0,48,166
1721,343000.0,1231,,2,2.5,151,10
2130,506000.0,1515,,2,1.5,32,30
1570,229500.0,626,,1,1.0,49,4
1754,229000.0,1368,,2,1.5,32,15
2464,1330000.0,715,,2,1.0,46,5
2130,485000.0,1496,,2,1.5,33,17
1863,308000.0,1470,1470.0,3,2.0,108,7
1760,187000.0,706,,1,1.0,29,45
1801,365000.0,2120,,3,2.5,21,21
1832,130000.0,906,865.0,2,1.0,176,12
2038,222000.0,914,18730.0,1,1.0,148,56
1821,475000.0,648,,1,1.0,113,8
1749,575250.0,1070,,3,1.5,52,9
2464,580000.0,1285,,2,1.0,14,19
2571,270000.0,905,,1,1.0,72,6
1821,137500.0,780,780.0,2,2.0,119,21
2118,1725000.0,1109,0.0,3,2.0,118,26
1970,279900.0,1260,0.0,2,1.5,44,20
2210,525000.0,635,,1,1.0,48,9
2446,785000.0,550,,1,1.0,118,5
1845,146900.0,1142,,2,1.0,98,8
1604,75000.0,1500,,3,1.5,58,5
2114,501400.0,1576,1576.0,3,2.0,143,10
1970,315000.0,1007,,2,2.0,43,6
2532,217900.0,1391,,3,2.0,30,5
1606,230000.0,1447,,2,2.5,8,41
2066,513500.0,641,,1,1.0,98,8
2140,790000.0,1393,,2,1.5,18,21
2127,650000.0,910,,2,1.5,30,43
2532,260019.0,1520,,2,1.5,31,26
2038,216000.0,1136,,2,1.5,34,30
2760,303000.0,791,791.0,2,1.0,113,16
1960,252000.0,1657,,3,2.5,33,49
2649,299900.0,333,333.0,1,1.0,98,36
2474,307000.0,1444,,2,2.0,118,14
2143,659000.0,950,,2,1.0,114,5
1570,132000.0,1129,,2,1.0,118,47
2909,105000.0,1400,,3,2.0,108,15
2129,495000.0,727,,1,1.0,118,7
2130,837000.0,760,,2,1.0,58,5
1921,299500.0,722,13531.0,1,1.0,31,21
2301,147000.0,952,,2,1.0,54,3
2360,225000.0,705,705.0,2,1.0,138,42
2138,660000.0,800,,2,1.5,14,14
1930,300000.0,620,,1,1.0,48,52
2125,635000.0,1020,,2,1.0,103,15
1581,370569.0,2170,,3,2.5,8,49
2127,450000.0,1875,,2,2.5,0,6
2474,550000.0,962,,2,1.0,47,33
1970,257500.0,1156,,2,1.5,119,14
1970,374000.0,826,826.0,2,1.0,128,18
2360,585000.0,1158,,2,2.5,29,18
2130,505000.0,2061,,2,2.5,34,24
2445,825000.0,778,,2,1.0,39,41
2116,530000.0,2059,,2,2.5,23,46
2143,900000.0,867,,2,1.0,118,41
2135,469900.0,2419,,4,2.5,118,7
1453,141000.0,1131,,2,1.5,118,48
1970,223500.0,683,683.0,1,1.0,128,27
2356,174500.0,1591,1591.0,3,2.0,108,13
2745,35300.0,1100,,2,1.0,218,527
2129,508000.0,1382,,2,1.5,30,55
2129,800000.0,2002,,4,2.0,103,5
2048,127000.0,1000,1000.0,2,1.0,113,31
2131,369000.0,1172,,2,1.5,33,14
2129,825000.0,668,,1,1.5,32,16
2478,739000.0,1909,,2,2.0,28,21
1519,182500.0,1020,,2,1.5,40,50
2189,203000.0,1050,,3,2.0,107,15
2130,520000.0,306,306.0,1,1.0,98,3
2138,2225000.0,900,4023.0,1,1.0,97,6
1754,459400.0,866,,2,2.0,30,18
2472,680000.0,1155,,3,2.0,115,82
2139,840000.0,991,,2,2.0,30,14
2152,182500.0,1710,1710.0,2,2.0,12,12
2132,280000.0,1900,,2,2.5,17,5
1830,84200.0,1140,,2,1.0,163,7
1945,775000.0,2008,,2,2.5,5,5
1453,127000.0,1152,,2,1.0,92,50
2140,725000.0,907,,2,1.5,118,26
2118,2310000.0,1805,,3,2.5,10,6
1606,227000.0,764,,1,1.0,14,20
1609,135000.0,1002,,2,2.0,108,19
1907,199000.0,600,,1,1.0,88,46
1760,185000.0,1556,,3,2.5,13,46
1915,518000.0,1423,,3,2.0,41,33
1749,215000.0,1218,,2,1.5,31,18
2532,290000.0,1200,,2,1.0,128,4
2360,125000.0,1219,1219.0,2,1.5,30,14
1852,147500.0,864,,2,1.5,45,17
1606,215000.0,1115,,2,2.0,45,40
1550,104750.0,895,,2,1.5,37,34
1721,268000.0,675,,1,1.0,45,7
2048,362000.0,1152,,2,1.5,30,31
2169,247500.0,1419,1419.0,3,2.5,14,158
2151,214500.0,658,,1,1.0,2,54
1701,232000.0,731,,2,1.0,48,1
2139,750000.0,2146,,2,1.5,41,47
2124,140000.0,681,,1,1.0,14,20
2324,129000.0,950,,2,2.0,31,16
1907,295000.0,932,932.0,2,1.0,119,17
1520,399000.0,1285,0.0,2,1.5,38,33
2333,269900.0,1869,,3,2.5,32,34
2332,929000.0,1700,,2,1.5,2,35
2113,551500.0,2354,,3,2.5,31,4
1970,399000.0,665,1.0,1,1.0,128,11
1907,259000.0,1606,,2,2.5,36,21
2476,400000.0,1032,,2,1.5,48,3
1880,438000.0,681,,1,1.0,14,14
1915,340000.0,2021,,3,2.5,29,16
2128,600600.0,787,787.0,2,1.5,29,11
2452,264000.0,1080,,2,1.5,31,46
1701,595600.0,798,,2,1.0,128,30
1867,439000.0,1072,,2,2.0,31,106
2135,528000.0,710,,1,1.0,108,15
1453,188000.0,1298,,2,1.5,14,5
2370,320000.0,920,,2,1.0,47,35
1832,285000.0,575,,1,1.0,63,14
2360,650000.0,734,0.0,1,1.0,168,22
2127,1575000.0,1004,,2,1.5,13,27
1949,689900.0,1228,,2,2.0,30,52
2151,245000.0,1112,,1,1.0,34,13
1970,231000.0,2285,2285.0,3,3.5,119,10
2127,584000.0,2183,,2,2.5,14,24
2453,375000.0,1296,,2,1.5,53,45
2375,155000.0,1840,,3,2.5,15,37
2176,399000.0,616,,1,1.0,29,20
2128,465000.0,1345,1345.0,2,2.0,128,48
2142,805000.0,1056,0.0,2,3.0,44,20
2122,405000.0,944,,2,1.5,118,20
2190,314800.0,759,,2,1.0,49,19
1803,515000.0,430,,0,1.0,32,7
1532,200000.0,1024,,2,1.5,45,16
1830,120500.0,660,0.0,2,1.0,14,14
2114,675000.0,1611,,4,2.0,40,1
2135,380000.0,2029,5000.0,3,3.0,105,9
2478,253000.0,936,,2,1.0,30,16
2127,630000.0,815,,2,1.0,57,30
2062,238500.0,1365,,2,2.0,118,48
2445,464000.0,1173,,3,1.5,46,41
1760,173500.0,1036,,2,1.0,118,21
2375,205000.0,1461,,2,1.5,42,9
2446,1665000.0,903,871.2,2,1.5,29,21
2129,487500.0,650,650.0,1,1.0,104,25
2360,224000.0,1484,0.0,2,2.0,17,19
2062,420500.0,1218,,2,2.0,42,13
2125,371000.0,1869,0.0,2,2.5,32,24
2657,309000.0,686,,2,1.0,53,2
2351,355000.0,698,,1,1.0,34,22
1890,415000.0,1776,0.0,2,1.5,38,27
1915,349000.0,686,,1,1.0,29,25
3087,414900.0,2232,,3,2.5,36,19
2210,1200000.0,892,,2,1.0,52,25
1545,152000.0,1060,,1,1.0,12,19
1760,169900.0,715,,2,1.0,88,19
2155,485000.0,850,,2,2.0,128,11
1832,235000.0,1118,0.0,2,1.5,35,15
2138,1150000.0,857,,2,1.0,110,26
2128,555000.0,1067,,2,2.5,92,12
2132,401000.0,748,,1,1.0,47,12
1720,115500.0,565,565.0,1,1.0,118,2
2128,320000.0,985,985.0,3,1.0,113,6
1510,150000.0,535,535.0,1,1.0,134,0
2115,538000.0,1382,,2,2.0,14,31
1966,190000.0,1797,,3,2.5,5,37
2130,425000.0,1075,,2,1.5,33,19
2114,750000.0,1176,0.0,2,1.5,36,41
2482,521000.0,1878,,3,2.0,108,26
1960,225000.0,1158,,2,1.0,87,17
2141,440000.0,1304,1304.0,3,2.5,12,20
2113,1300000.0,1140,1140.0,2,2.0,5,0
1510,175000.0,690,,1,1.0,49,22
2780,205000.0,1317,1317.0,2,2.0,51,20
1754,245000.0,1565,,3,2.5,30,46
2118,1300000.0,1515,,2,2.5,29,20
2675,435000.0,532,0.0,1,1.0,58,26
1602,106000.0,1020,,2,1.5,11,24
2138,685000.0,950,,2,1.5,30,33
2021,395000.0,1000,,2,1.5,75,13
1862,429900.0,1240,1.0,3,1.5,42,10
